file,tasks,messages,status,elapsed_seconds,scheduler_reported_seconds,makespan,workers,candidates_checked,search_lower_bound
55_10_input.json,55,10,ok,26.731195000000298,26.556488,645,1,,
58_10_input.json,58,10,ok,39.88946939999005,39.73631,645,1,,
61_10_input.json,61,10,ok,46.793614800000796,46.63879,645,1,,
64_10_input.json,64,10,ok,119.08129540001391,118.932943,645,1,,
