file,tasks,messages,status,elapsed_seconds,scheduler_reported_seconds,makespan,workers,candidates_checked,search_lower_bound
20_10.json,20,10,ok,3.7980456000659615,3.642527,260,1,,
25_10.json,25,10,ok,3.5570832000812516,3.390842,272,1,,
25_8.json,25,8,ok,3.3704450000077486,3.204816,233,1,,
30_10.json,30,10,ok,14.68745269998908,14.496936,282,1,,
30_8.json,30,8,ok,10.455478699994273,10.265209,282,1,,
35_10.json,35,10,ok,50.66474609996658,50.488151,319,1,,
35_8.json,35,8,ok,21.66192590002902,21.477112,319,1,,
40_10.json,40,10,ok,121.7526350999251,121.559607,350,1,,
40_8.json,40,8,ok,118.15955650003161,117.985306,350,1,,
